@relation flowClassify

@attribute srcIp numeric
@attribute dstIp numeric
@attribute srcPort numeric
@attribute dstPort numeric
@attribute protocol numeric
@attribute serverOrClient numeric
@attribute packetSize numeric
@attribute class {Elephant, Mouse}

@data

% instances: 7168

1084220398,1084218760,9,263,17,0,222,Mouse
1150344045,1844015049,887,7,17,0,120,Mouse
2543140612,1084218782,9,853,17,0,1380,Mouse
278574434,1084218814,9,46,6,2,4080,Mouse
1150344045,1844015055,218,7,17,0,114,Mouse
1084220398,1084218831,9,547,17,0,204,Mouse
1084220398,1084218864,9,167,17,0,185,Mouse
1794800237,1084218630,548,548,17,0,612,Mouse
1084220398,1084218872,9,484,17,0,167,Mouse
1084220398,1084218872,9,483,17,0,159,Mouse
1084220398,1084218872,9,482,17,0,177,Mouse
278574434,1084218814,9,43,6,2,120,Mouse
1084220398,1084218872,9,480,17,0,394,Mouse
425921382,1084218760,9,571,6,2,1332,Mouse
278574434,1084218814,9,42,6,2,120,Mouse
278574434,1084218814,9,45,6,2,120,Mouse
278574434,1084218814,9,44,6,2,120,Mouse
425921382,1084218760,9,572,6,2,161,Mouse
1084220398,1084218872,9,486,17,0,469,Mouse
1662763062,1084218800,9,54,6,2,308,Mouse
2543138891,1084218855,47,15,6,2,171,Mouse
1150344045,1844015054,927,7,17,0,120,Mouse
1086788060,1084218654,3,3,17,0,144,Mouse
278574432,1084218831,9,769,6,2,120,Mouse
278574432,1084218831,9,768,6,2,3068,Mouse
1103589861,1084218758,9,179,6,2,2997,Mouse
479933265,1084218778,9,13,17,0,288,Mouse
281689297,1084218654,9,188,6,2,660,Mouse
3681200522,1084218872,9,305,6,2,1072,Mouse
1084220398,1084218831,9,590,17,0,204,Mouse
1118897121,1084218786,9,991,6,2,4380,Mouse
1844015099,1084218876,74,250,17,0,116,Mouse
358246404,1084218849,9,436,17,0,489,Mouse
1084220398,1084218777,9,972,17,0,72,Mouse
9453553,1084218808,97,78,6,2,1580,Mouse
273521669,1084218758,9,385,6,2,120,Mouse
1084220398,1084218777,9,976,17,0,95,Mouse
1084220398,1084218777,9,973,17,0,146,Mouse
1150322462,1084218825,25,26,17,0,652,Mouse
1084220398,1084218777,9,974,17,0,163,Mouse
1084220398,1084218777,9,977,17,0,180,Mouse
1150344045,1844015054,922,7,17,0,114,Mouse
1084220398,1084218777,9,978,17,0,219,Mouse
3680939616,1084218787,9,193,6,2,85,Mouse
1844015075,1084218848,74,971,17,0,348,Mouse
3680939616,1084218787,9,192,6,2,1081,Mouse
278574432,1084218831,9,775,6,2,3068,Mouse
3681200522,1084218872,9,325,6,2,1072,Mouse
276736858,1084218860,9,201,6,2,988,Mouse
1103589861,1084218758,9,181,6,2,2996,Mouse
1118897121,1084218786,9,981,6,2,2239,Mouse
402989213,1084218836,26,701,6,2,2153,Mouse
1118897121,1084218786,9,980,6,2,2340,Mouse
1084220398,1084218777,9,982,17,0,180,Mouse
1084220398,1084218630,9,339,17,0,127,Mouse
1084220398,1084218779,9,124,17,0,214,Mouse
1103589861,1084218758,9,182,6,2,654,Mouse
1084220398,1084218777,9,981,17,0,266,Mouse
1118897121,1084218786,9,987,6,2,4380,Mouse
1084220398,1084218777,9,987,17,0,153,Mouse
2694925196,1084218875,695,9,6,2,3818,Mouse
1118897121,1084218786,9,983,6,2,636,Mouse
1118897121,1084218786,9,982,6,2,1319,Mouse
9453553,1084218808,97,81,6,2,1843,Mouse
1118897121,1084218786,9,985,6,2,2286,Mouse
1118897121,1084218786,9,984,6,2,1250,Mouse
1084220398,1084218846,9,436,17,0,554,Mouse
1844015047,1084218634,74,129,17,0,348,Mouse
1084220398,1084218831,9,572,17,0,276,Mouse
3681200522,1084218872,9,329,6,2,524,Mouse
3681200522,1084218872,9,328,6,2,524,Mouse
3681200522,1084218872,9,327,6,2,1072,Mouse
1844014936,1084218636,74,153,17,0,116,Mouse
1118897121,1084218786,9,976,6,2,945,Mouse
1118897121,1084218786,9,975,6,2,319,Mouse
1084220398,1084218777,9,998,17,0,153,Mouse
1118897121,1084218786,9,978,6,2,2877,Mouse
310851992,1084218787,127,729,6,2,114,Mouse
1843964740,1084218625,74,667,17,0,116,Mouse
1150322509,1084218840,106,7,17,0,775,Mouse
1844015056,1084218848,74,766,17,0,348,Mouse
1084218760,582845961,364,364,17,0,24,Mouse
276736858,1084218860,9,224,6,2,490,Mouse
1084220398,1084218779,9,108,17,0,117,Mouse
1084220398,1084218779,9,109,17,0,99,Mouse
1084220398,1084218779,9,104,17,0,229,Mouse
1844014880,1084218776,74,372,17,0,232,Mouse
1084220398,1084218787,9,422,17,0,259,Mouse
1084220398,1084218779,9,100,17,0,99,Mouse
9453553,1084218808,97,65,6,2,1770,Mouse
1150344045,1844015055,837,7,17,0,120,Mouse
1844014936,1084218636,74,167,17,0,116,Mouse
1383189621,1084218876,18,331,6,2,93,Mouse
1084218844,1084169425,17,17,17,0,204,Mouse
1844015101,1084218760,74,457,17,0,116,Mouse
1844015072,1084218848,74,634,17,0,348,Mouse
3683460535,1084218786,9,1350,6,1,338,Mouse
44401818,1084218848,9,1534,6,1,600,Mouse
1844014886,1084218848,74,850,17,0,348,Mouse
44401818,1084218848,9,1536,6,1,566,Mouse
44401818,1084218848,9,1537,6,1,602,Mouse
310885406,1084218787,9,469,6,2,237,Mouse
1084220398,1084218768,9,220,17,0,134,Mouse
44401818,1084218848,9,1532,6,1,432,Mouse
3683460535,1084218786,9,1349,6,1,333,Mouse
44401818,1084218848,9,1533,6,1,588,Mouse
1084220398,1084218768,9,229,17,0,196,Mouse
1844015097,1844015023,74,73,17,0,348,Mouse
3683460535,1084218786,9,1348,6,1,765,Mouse
3683460535,1084218786,9,1347,6,1,2920,Mouse
1084220398,1084218787,9,419,17,0,205,Mouse
1844015041,1084218848,74,344,17,0,348,Mouse
1084220398,1084218787,9,418,17,0,205,Mouse
3683460535,1084218786,9,1346,6,1,2177,Mouse
3683460535,1084218786,9,1345,6,1,343,Mouse
3680939539,1084218785,9,119,6,2,4080,Mouse
1119401885,1084218628,897,271,6,2,4344,Mouse
3683460535,1084218786,9,1362,6,1,333,Mouse
3683460535,1084218786,9,1361,6,1,327,Mouse
3683460535,1084218786,9,1360,6,1,1988,Mouse
44401818,1084218848,9,1527,6,1,433,Mouse
44401818,1084218848,9,1528,6,1,444,Mouse
44401818,1084218848,9,1524,6,1,433,Mouse
44401818,1084218848,9,1525,6,1,404,Mouse
44401818,1084218848,9,1526,6,1,431,Mouse
43630834,1084218860,9,470,6,2,3549,Mouse
43630834,1084218860,9,471,6,2,3545,Mouse
3683460535,1084218786,9,1355,6,1,4380,Mouse
3683460535,1084218786,9,1354,6,1,4380,Mouse
3683460535,1084218786,9,1353,6,1,334,Mouse
1084220398,1084218787,9,403,17,0,216,Mouse
3683460535,1084218786,9,1352,6,1,1528,Mouse
3683460535,1084218786,9,1358,6,1,2409,Mouse
3683460535,1084218786,9,1357,6,1,338,Mouse
3683460535,1084218786,9,1356,6,1,334,Mouse
3677032846,1084218758,9,779,6,2,481,Mouse
276736858,1084218860,9,250,6,2,1091,Mouse
278574434,1084218814,9,7,6,2,120,Mouse
1084219134,1084218787,25,26,17,0,900,Mouse
1103589861,1084218758,9,116,6,2,2379,Mouse
1103589861,1084218758,9,115,6,2,453,Mouse
3683460535,1084218786,9,1366,6,1,2920,Mouse
3683460535,1084218786,9,1365,6,1,2920,Mouse
3683460535,1084218786,9,1364,6,1,338,Mouse
1084218651,1084169425,8,8,17,0,201,Mouse
3683460535,1084218786,9,1363,6,1,338,Mouse
1150322468,1084218780,9,182,17,0,180,Mouse
1150322468,1084218780,9,181,17,0,266,Mouse
1084220398,1084218850,9,751,17,0,123,Mouse
271674949,1084218835,9,394,6,2,4380,Mouse
310885406,1084218787,9,436,6,2,237,Mouse
2533381006,1084218866,9,1032,6,1,817,Mouse
1084219134,1084218846,25,26,17,0,900,Mouse
3680907127,1084218779,127,305,6,2,54,Mouse
1467235304,1084218824,9,87,17,0,93,Mouse
1084218829,1084169425,8,8,17,0,207,Mouse
70299243,1084218827,9,572,6,2,262,Mouse
165801805,1084218782,9,853,17,0,508,Mouse
2533381006,1084218866,9,1030,6,1,796,Mouse
2533381006,1084218866,9,1031,6,1,805,Mouse
1084220398,1084218827,9,247,17,0,127,Mouse
1084220398,1084218808,9,46,17,0,113,Mouse
3680939563,1084218787,9,561,6,2,1113,Mouse
1084220398,1084218808,9,47,17,0,213,Mouse
1844015040,1084218848,74,344,17,0,348,Mouse
1150322468,1084218772,9,393,17,0,180,Mouse
1150322468,1084218772,9,392,17,0,211,Mouse
3680939563,1084218787,9,562,6,2,4080,Mouse
1150344045,1844015053,232,7,17,0,114,Mouse
1084220398,1084218634,9,433,17,0,158,Mouse
288761467,1084218768,9,262,6,2,455,Mouse
1091452512,1084218796,9,96,6,2,4314,Mouse
3636931716,1084218848,9,663,6,2,120,Mouse
1150322468,1084218772,9,384,17,0,142,Mouse
164475856,1084218824,9,294,6,2,3280,Mouse
3680939563,1084218787,9,555,6,2,85,Mouse
1150322468,1084218772,9,382,17,0,100,Mouse
3680939563,1084218787,9,558,6,2,4080,Mouse
3680939563,1084218787,9,557,6,2,1301,Mouse
1844015083,1084218848,74,971,17,0,348,Mouse
1084219134,1084218758,25,26,17,0,600,Mouse
3680939563,1084218787,9,554,6,2,2274,Mouse
1150344045,1844015053,231,7,17,0,120,Mouse
1844015044,1084218776,74,372,17,0,116,Mouse
1078511967,1084218822,9,518,6,2,4380,Mouse
1084220398,1084218872,9,509,17,0,213,Mouse
1084220398,1084218872,9,508,17,0,305,Mouse
1844015096,1084218872,74,126,17,0,348,Mouse
1844014937,1084218776,74,372,17,0,116,Mouse
3682335559,1084218866,9,1050,6,1,548,Mouse
3682335559,1084218866,9,1051,6,1,4344,Mouse
42607471,1084218624,9,312,6,2,2012,Mouse
1150344045,1844015055,592,7,17,0,114,Mouse
1150322596,1084218843,26,210,6,2,3148,Mouse
1084220398,1084218827,9,333,17,0,304,Mouse
42286368,1084218845,252,7,6,2,14,Mouse
166098158,1084218787,9,755,6,2,131,Mouse
1092828091,1084218789,68,42,6,2,316,Mouse
1150322596,1084218843,26,208,6,2,4038,Mouse
1150322596,1084218843,26,206,6,2,3352,Mouse
166098158,1084218787,9,757,6,2,131,Mouse
1150322596,1084218843,26,209,6,2,3953,Mouse
1150344045,1844015055,460,7,17,0,120,Mouse
3680936824,1084218814,9,94,6,2,348,Mouse
1084220398,1084218634,9,466,17,0,248,Mouse
1084220398,1084218787,9,264,17,0,184,Mouse
1084220398,1084218862,9,667,17,0,197,Mouse
1844014881,1084218827,74,329,17,0,116,Mouse
3682335559,1084218835,9,44,6,2,1557,Mouse
1084220398,1084218862,9,664,17,0,284,Mouse
3682335559,1084218835,9,45,6,2,4380,Mouse
281689305,1084218872,9,146,6,2,201,Mouse
1150322596,1084218843,26,203,6,2,1352,Mouse
1150322596,1084218843,26,202,6,2,1217,Mouse
156853807,1084218844,9,324,6,2,2483,Mouse
159667333,1084218774,9,493,6,2,228,Mouse
44401818,1084218844,9,309,6,2,599,Mouse
1844015084,1084218848,74,185,17,0,232,Mouse
164475856,1084218824,9,260,6,2,3280,Mouse
1844014989,1084218872,74,126,17,0,348,Mouse
510879463,1084218786,9,1477,6,1,4380,Mouse
3678579734,1084218848,9,1158,6,1,4356,Mouse
510879463,1084218786,9,1478,6,1,454,Mouse
3678579734,1084218848,9,1159,6,1,723,Mouse
510879463,1084218786,9,1479,6,1,454,Mouse
1844015046,1084218848,74,766,17,0,348,Mouse
510879463,1084218786,9,1470,6,1,454,Mouse
1084218638,1084169425,17,17,17,0,204,Mouse
510879463,1084218786,9,1472,6,1,454,Mouse
1150344045,1844015055,947,7,17,0,120,Mouse
510879463,1084218786,9,1473,6,1,454,Mouse
3678579734,1084218848,9,1154,6,1,4356,Mouse
510879463,1084218786,9,1474,6,1,454,Mouse
510879463,1084218786,9,1475,6,1,454,Mouse
151705623,1084218654,9,407,6,2,55,Mouse
3678579734,1084218848,9,1156,6,1,723,Mouse
510879463,1084218786,9,1476,6,1,454,Mouse
479933289,1084218762,3,2056,6,1,338,Mouse
1084218641,1084169425,17,17,17,0,204,Mouse
481218378,1084218842,3,15,6,2,188,Mouse
510879463,1084218786,9,1490,6,1,454,Mouse
1084218772,808344774,26,25,17,0,626,Mouse
1119401885,1084218628,2164,374,6,2,1448,Mouse
510879463,1084218786,9,1488,6,1,4380,Mouse
510879463,1084218786,9,1489,6,1,454,Mouse
478410064,1084218824,9,87,17,0,118,Mouse
510879463,1084218786,9,1480,6,1,454,Mouse
3678579734,1084218848,9,1161,6,1,4356,Mouse
510879463,1084218786,9,1481,6,1,454,Mouse
3678579734,1084218848,9,1162,6,1,4356,Mouse
510879463,1084218786,9,1482,6,1,454,Mouse
510879463,1084218786,9,1483,6,1,332,Mouse
510879463,1084218786,9,1484,6,1,454,Mouse
510879463,1084218786,9,1485,6,1,454,Mouse
510879463,1084218786,9,1486,6,1,454,Mouse
510879463,1084218786,9,1487,6,1,454,Mouse
1844015081,1084218848,74,850,17,0,348,Mouse
3678579734,1084218848,9,1180,6,1,723,Mouse
3678579734,1084218848,9,1181,6,1,4356,Mouse
1844014941,1084218643,74,193,17,0,116,Mouse
1150322468,1084218772,9,370,17,0,266,Mouse
1150322468,1084218860,9,125,17,0,128,Mouse
1084220398,1084218787,9,232,17,0,144,Mouse
510879463,1084218786,9,1499,6,1,454,Mouse
1084220398,1084218787,9,231,17,0,205,Mouse
1084220398,1084218862,9,634,17,0,383,Mouse
1844015079,1084218848,74,185,17,0,232,Mouse
1084220398,1084218787,9,236,17,0,260,Mouse
1844014887,1084218760,74,457,17,0,116,Mouse
510879463,1084218786,9,1491,6,1,454,Mouse
510879463,1084218786,9,1492,6,1,454,Mouse
510879463,1084218786,9,1493,6,1,454,Mouse
510879463,1084218786,9,1494,6,1,454,Mouse
510879463,1084218786,9,1495,6,1,454,Mouse
510879463,1084218786,9,1496,6,1,454,Mouse
1150344045,1844015055,949,7,17,0,114,Mouse
510879463,1084218786,9,1497,6,1,454,Mouse
510879463,1084218786,9,1498,6,1,454,Mouse
1084218850,733046583,120,56,17,0,399,Mouse
3678579734,1084218848,9,1190,6,1,4356,Mouse
481218326,1084218869,3,7,6,2,303,Mouse
278574412,1084218771,9,274,6,2,4292,Mouse
1844014887,1084218848,74,850,17,0,348,Mouse
278574412,1084218771,9,272,6,2,873,Mouse
278574412,1084218771,9,271,6,2,1797,Mouse
2721081378,1084218872,9,313,6,2,86,Mouse
1844015076,1084218848,74,850,17,0,348,Mouse
3678579734,1084218848,9,1182,6,1,4356,Mouse
3678579734,1084218848,9,1184,6,1,4356,Mouse
3678579734,1084218848,9,1185,6,1,727,Mouse
3678579734,1084218848,9,1187,6,1,4356,Mouse
1084220398,1084218779,9,95,17,0,99,Mouse
1844015083,1084218848,74,900,17,0,348,Mouse
1084218848,1084169425,8,8,17,0,528,Mouse
1150322468,1084218860,9,149,17,0,129,Mouse
1084220398,1084218779,9,96,17,0,117,Mouse
164475856,1084218824,9,222,6,2,3280,Mouse
1084220398,1084218779,9,97,17,0,117,Mouse
1150322462,1084218858,25,26,17,0,600,Mouse
1084220398,1084218779,9,98,17,0,99,Mouse
1084220398,1084218779,9,99,17,0,117,Mouse
510879463,1084218786,9,1433,6,1,4380,Mouse
510879463,1084218786,9,1434,6,1,4380,Mouse
510879463,1084218786,9,1439,6,1,4380,Mouse
3636931716,1084218848,9,1659,6,1,521,Mouse
1150322468,1084218772,9,310,17,0,180,Mouse
1082366742,1084218765,1,357,6,2,6,Mouse
2734537,1084218824,9,87,17,0,118,Mouse
510879463,1084218786,9,1430,6,1,3243,Mouse
1762140856,1084218827,76,371,6,2,670,Mouse
510879463,1084218786,9,1431,6,1,3650,Mouse
510879463,1084218786,9,1432,6,1,4380,Mouse
1119401885,1084218628,2086,366,6,2,4344,Mouse
3636931716,1084218848,9,1660,6,1,212,Mouse
1092873478,1084218789,18,43,6,2,234,Mouse
3636931716,1084218848,9,1664,6,1,120,Mouse
3636931716,1084218848,9,1663,6,1,120,Mouse
3636931716,1084218848,9,1662,6,1,2975,Mouse
3636931716,1084218848,9,1668,6,1,120,Mouse
1150322600,1084218843,26,407,6,2,3397,Mouse
3636931716,1084218848,9,1667,6,1,120,Mouse
1150322600,1084218843,26,408,6,2,4180,Mouse
1150322468,1084218860,9,132,17,0,51,Mouse
510879463,1084218786,9,1446,6,1,454,Mouse
3636931716,1084218848,9,1666,6,1,120,Mouse
1150322600,1084218843,26,409,6,2,3830,Mouse
3636931716,1084218848,9,1665,6,1,120,Mouse
510879463,1084218786,9,1448,6,1,454,Mouse
510879463,1084218786,9,1449,6,1,786,Mouse
3636931716,1084218848,9,1669,6,1,120,Mouse
1150322600,1084218843,26,400,6,2,3828,Mouse
1150322600,1084218843,26,401,6,2,3663,Mouse
1150322600,1084218843,26,402,6,2,3825,Mouse
510879463,1084218786,9,1440,6,1,1139,Mouse
160801664,1084218787,9,398,6,2,3056,Mouse
1150322600,1084218843,26,403,6,2,3333,Mouse
1150322468,1084218772,9,309,17,0,211,Mouse
510879463,1084218786,9,1441,6,1,1193,Mouse
1150322600,1084218843,26,404,6,2,2988,Mouse
510879463,1084218786,9,1442,6,1,908,Mouse
471954824,1084218835,9,87,17,0,121,Mouse
1150322600,1084218843,26,405,6,2,3810,Mouse
160801664,1084218787,9,399,6,2,3056,Mouse
1084219134,1084218872,25,26,17,0,900,Mouse
1119401885,1084218628,2020,541,6,2,4344,Mouse
3636931716,1084218848,9,1671,6,1,120,Mouse
3636931716,1084218848,9,1670,6,1,120,Mouse
3636931716,1084218848,9,1675,6,1,120,Mouse
1091452512,1084218796,9,29,6,2,4314,Mouse
3636931716,1084218848,9,1674,6,1,120,Mouse
3636931716,1084218848,9,1673,6,1,120,Mouse
3636931716,1084218848,9,1672,6,1,120,Mouse
510879463,1084218786,9,1455,6,1,454,Mouse
3636931716,1084218848,9,1679,6,1,120,Mouse
1150322600,1084218843,26,418,6,2,2022,Mouse
510879463,1084218786,9,1456,6,1,454,Mouse
3636931716,1084218848,9,1678,6,1,120,Mouse
1150322600,1084218843,26,419,6,2,2512,Mouse
1150322468,1084218860,9,165,17,0,406,Mouse
3636931716,1084218848,9,1677,6,1,120,Mouse
3636931716,1084218848,9,1676,6,1,120,Mouse
1150322543,1084218864,9,236,6,2,3569,Mouse
1083812655,1084218853,9,757,17,0,266,Mouse
1844014886,1084218773,74,128,17,0,116,Mouse
1150322468,1084218860,9,161,17,0,172,Mouse
1083812655,1084218853,9,758,17,0,180,Mouse
1150322600,1084218843,26,410,6,2,2303,Mouse
1150322600,1084218843,26,411,6,2,2419,Mouse
510879463,1084218786,9,1450,6,1,4380,Mouse
1150322600,1084218843,26,413,6,2,2102,Mouse
510879463,1084218786,9,1453,6,1,454,Mouse
1150322600,1084218843,26,417,6,2,2988,Mouse
1844015097,1084218848,74,690,17,0,348,Mouse
1084220398,1084218864,9,365,17,0,226,Mouse
1150322600,1084218843,26,420,6,2,1949,Mouse
3636931716,1084218848,9,1682,6,1,120,Mouse
3636931716,1084218848,9,1681,6,1,120,Mouse
3636931716,1084218848,9,1680,6,1,120,Mouse
1844015073,1084218872,74,126,17,0,232,Mouse
3636931716,1084218848,9,1686,6,1,120,Mouse
3636931716,1084218848,9,1685,6,1,120,Mouse
3636931716,1084218848,9,1684,6,1,120,Mouse
3636931716,1084218848,9,1683,6,1,120,Mouse
510879463,1084218786,9,1466,6,1,454,Mouse
1844015088,1084218876,74,250,17,0,116,Mouse
1150322600,1084218843,26,429,6,2,4146,Mouse
510879463,1084218786,9,1467,6,1,454,Mouse
3636931716,1084218848,9,1689,6,1,120,Mouse
510879463,1084218786,9,1468,6,1,454,Mouse
3636931716,1084218848,9,1688,6,1,120,Mouse
510879463,1084218786,9,1469,6,1,454,Mouse
3636931716,1084218848,9,1687,6,1,120,Mouse
1150322468,1084218772,9,322,17,0,266,Mouse
1150322468,1084218772,9,323,17,0,180,Mouse
481218378,1084218836,3,110,6,2,132,Mouse
1150322600,1084218843,26,421,6,2,3000,Mouse
1150322600,1084218843,26,422,6,2,3775,Mouse
1150322600,1084218843,26,423,6,2,4020,Mouse
1150322600,1084218843,26,424,6,2,3698,Mouse
1150322600,1084218843,26,425,6,2,3555,Mouse
510879463,1084218786,9,1463,6,1,4380,Mouse
1150322600,1084218843,26,426,6,2,3790,Mouse
510879463,1084218786,9,1464,6,1,454,Mouse
1150322600,1084218843,26,427,6,2,3857,Mouse
510879463,1084218786,9,1465,6,1,454,Mouse
1150322600,1084218843,26,428,6,2,4225,Mouse
1150322462,1084218811,25,26,17,0,326,Mouse
9453553,1084218808,97,155,6,2,320,Mouse
425921383,1084218784,9,106,6,2,1333,Mouse
1150322600,1084218843,26,430,6,2,2700,Mouse
1150322462,1084218799,25,26,17,0,300,Mouse
3636931716,1084218848,9,1693,6,1,120,Mouse
3636931716,1084218848,9,1692,6,1,120,Mouse
3636931716,1084218848,9,1691,6,1,120,Mouse
3636931716,1084218848,9,1690,6,1,120,Mouse
1150344045,1844015055,594,7,17,0,120,Mouse
3636931716,1084218848,9,1697,6,1,120,Mouse
3636931716,1084218848,9,1696,6,1,120,Mouse
3636931716,1084218848,9,1695,6,1,120,Mouse
3636931716,1084218848,9,1694,6,1,120,Mouse
2543140649,1084218774,3,6,6,2,164,Mouse
271586345,1084218872,9,141,6,2,4320,Mouse
3636931716,1084218848,9,1699,6,1,120,Mouse
1150344045,1844015049,671,7,17,0,120,Mouse
1129541633,1084218849,68,192,6,2,100,Mouse
3636931716,1084218848,9,1698,6,1,120,Mouse
1084220398,1084218797,9,131,17,0,477,Mouse
1150344045,1844015053,369,7,17,0,120,Mouse
1150344045,1844015053,1003,7,17,0,114,Mouse
159667645,1084218862,9,977,6,2,491,Mouse
1092873478,1084218789,3,88,6,2,1009,Mouse
1662754380,1084218842,9,442,6,2,385,Mouse
1662754380,1084218842,9,443,6,2,269,Mouse
1150322600,1084218843,26,442,6,2,2415,Mouse
1084220398,1084218779,9,44,17,0,172,Mouse
281689296,1084218782,9,1609,6,1,603,Mouse
281689296,1084218782,9,1608,6,1,603,Mouse
1084218799,808344774,26,25,17,0,548,Mouse
1150322468,1084218860,9,170,17,0,231,Mouse
1150344045,1844015054,343,7,17,0,114,Mouse
1150322600,1084218843,26,443,6,2,4380,Mouse
1844015056,1084218848,74,185,17,0,348,Mouse
1150322600,1084218843,26,444,6,2,3699,Mouse
339256684,1084218860,9,21,6,2,416,Mouse
1150322600,1084218843,26,445,6,2,2697,Mouse
1150322600,1084218843,26,446,6,2,1945,Mouse
1150322600,1084218843,26,447,6,2,1949,Mouse
1844015040,1084218876,74,124,17,0,116,Mouse
1844015099,1084218848,74,850,17,0,348,Mouse
42607471,1084218624,9,353,6,2,2012,Mouse
1844015099,1084218634,74,129,17,0,348,Mouse
1084218666,1084218768,17,17,17,0,62,Mouse
281689305,1084218777,9,699,6,2,4041,Mouse
1084220398,1084218872,9,510,17,0,505,Mouse
281689296,1084218782,9,1616,6,1,201,Mouse
510879463,1084218786,9,1416,6,1,4380,Mouse
281689296,1084218782,9,1615,6,1,1249,Mouse
510879463,1084218786,9,1417,6,1,353,Mouse
510879463,1084218786,9,1418,6,1,3227,Mouse
1844015040,1084218876,74,119,17,0,116,Mouse
510879463,1084218786,9,1423,6,1,1466,Mouse
510879463,1084218786,9,1425,6,1,3366,Mouse
357138089,1084218635,9,315,6,2,68,Mouse
357138089,1084218635,9,313,6,2,68,Mouse
1844015085,1084218636,74,167,17,0,116,Mouse
1844015074,1084218848,74,766,17,0,348,Mouse
510879463,1084218786,9,1429,6,1,3374,Mouse
357138089,1084218635,9,314,6,2,124,Mouse
357138089,1084218635,9,312,6,2,68,Mouse
1162838742,1084218843,47,415,6,2,187,Mouse
1150322600,1084218843,26,350,6,2,3587,Mouse
3674402410,1084218835,9,546,6,2,3194,Mouse
3674402410,1084218835,9,545,6,2,3466,Mouse
3674402410,1084218835,9,544,6,2,4380,Mouse
3674402410,1084218835,9,543,6,2,4380,Mouse
1084219134,1084218634,25,26,17,0,900,Mouse
1844015101,1084218625,74,485,17,0,116,Mouse
284444706,1084218631,9,973,6,2,4380,Mouse
43530133,1084218848,9,1919,6,1,1770,Mouse
278574412,1084218634,9,6,6,2,2933,Mouse
43530133,1084218848,9,1918,6,1,3045,Mouse
284444706,1084218631,9,974,6,2,4380,Mouse
43530133,1084218848,9,1916,6,1,4320,Mouse
1844014884,1084218872,74,126,17,0,348,Mouse
1084220398,1084218777,9,454,17,0,180,Mouse
1084220398,1084218777,9,453,17,0,266,Mouse
1150344045,1844015053,842,7,17,0,114,Mouse
1162843244,1084218840,47,6,6,2,153,Mouse
1115813825,1084218649,47,339,6,2,137,Mouse
1119401885,1084218628,2158,58,6,2,4344,Mouse
1084218785,808344774,26,25,17,0,300,Mouse
1084220398,1084218777,9,461,17,0,163,Mouse
44401818,1084218844,9,293,6,2,721,Mouse
44401818,1084218844,9,295,6,2,444,Mouse
1084220398,1084218777,9,465,17,0,219,Mouse
1084220398,1084218777,9,463,17,0,153,Mouse
1084218642,1084169425,8,8,17,0,629,Mouse
1084220398,1084218777,9,464,17,0,72,Mouse
1084220398,1084218777,9,469,17,0,175,Mouse
1844015081,1084218634,74,129,17,0,348,Mouse
1084220398,1084218777,9,468,17,0,153,Mouse
160801664,1084218787,9,460,6,2,1700,Mouse
1084220398,1084218796,9,219,17,0,302,Mouse
1150344045,1844015053,845,7,17,0,120,Mouse
1844015077,1084218773,74,128,17,0,116,Mouse
44446109,1084218631,9,932,6,2,4380,Mouse
44446109,1084218631,9,931,6,2,4380,Mouse
3674402410,1084218835,9,563,6,2,3216,Mouse
44446109,1084218631,9,930,6,2,3097,Mouse
44446109,1084218631,9,934,6,2,4380,Mouse
44446109,1084218631,9,933,6,2,4380,Mouse
1084220398,1084218777,9,473,17,0,153,Mouse
1084220398,1084218777,9,470,17,0,364,Mouse
1084220398,1084218777,9,471,17,0,379,Mouse
1166359215,1084218820,68,1444,6,1,384,Mouse
1119401885,1084218628,2067,226,6,2,4344,Mouse
164475856,1084218785,9,502,6,2,414,Mouse
510879463,1084218786,9,1507,6,1,454,Mouse
510879463,1084218786,9,1508,6,1,454,Mouse
510879463,1084218786,9,1509,6,1,454,Mouse
44401818,1084218844,9,271,6,2,737,Mouse
510879463,1084218786,9,1500,6,1,4380,Mouse
510879463,1084218786,9,1501,6,1,4380,Mouse
510879463,1084218786,9,1502,6,1,454,Mouse
1150344045,1844015053,1008,7,17,0,120,Mouse
510879463,1084218786,9,1503,6,1,454,Mouse
510879463,1084218786,9,1504,6,1,454,Mouse
510879463,1084218786,9,1505,6,1,454,Mouse
510879463,1084218786,9,1506,6,1,454,Mouse
1150322600,1084218843,26,388,6,2,3284,Mouse
160801664,1084218787,9,457,6,2,3056,Mouse
1150322600,1084218843,26,389,6,2,3272,Mouse
1083812654,1084218780,9,184,17,0,180,Mouse
273521705,1084218785,9,406,6,2,120,Mouse
1083812654,1084218780,9,183,17,0,266,Mouse
273521705,1084218785,9,405,6,2,120,Mouse
1844015101,1084218876,74,250,17,0,116,Mouse
273521705,1084218785,9,408,6,2,4380,Mouse
1150322600,1084218843,26,396,6,2,2992,Mouse
1150322600,1084218843,26,397,6,2,3760,Mouse
1150344045,1844015055,203,7,17,0,120,Mouse
1150322600,1084218843,26,398,6,2,2988,Mouse
1084220398,1084218876,9,34,17,0,238,Mouse
1118897121,1084218786,9,1144,6,1,206,Mouse
1084218760,1084169425,17,17,17,0,204,Mouse
1118897121,1084218786,9,1145,6,1,2877,Mouse
1844015047,1084218773,74,128,17,0,116,Mouse
1084220398,1084218876,9,31,17,0,180,Mouse
