@relation flowClassify

@attribute srcIp numeric
@attribute dstIp numeric
@attribute srcPort numeric
@attribute dstPort numeric
@attribute protocol numeric
@attribute serverOrClient numeric
@attribute packetSize numeric
@attribute class {Elephant, Mouse}

@data

% instances: 7168

1084220398,1084218811,9,91,17,0,258,Mouse
1844015082,1084218848,74,634,17,0,116,Mouse
310887637,1084218787,9,251,6,2,1265,Mouse
3680936824,1084218758,9,756,6,2,120,Mouse
1119401885,1084218628,2160,295,6,2,4344,Mouse
1084220398,1084218879,9,466,17,0,125,Mouse
3680936824,1084218758,9,758,6,2,120,Mouse
1084728227,1084218780,47,520,6,2,157,Mouse
1084219134,1084218628,25,26,17,0,942,Mouse
1150344045,1844015055,879,7,17,0,114,Mouse
310887637,1084218787,9,249,6,2,4080,Mouse
281689304,1084218644,97,1944,6,1,2529,Mouse
310887637,1084218787,9,248,6,2,1301,Mouse
1844015093,1084218773,74,128,17,0,116,Mouse
1084220398,1084218848,9,819,17,0,204,Mouse
1084220398,1084218848,9,818,17,0,205,Mouse
1084220398,1084218848,9,817,17,0,136,Mouse
1150344045,1844015054,170,7,17,0,114,Mouse
1150344045,1844015049,847,7,17,0,120,Mouse
1118897121,1084218786,9,517,6,2,757,Mouse
1150344045,1844015053,921,7,17,0,120,Mouse
1084220398,1084218848,9,822,17,0,162,Mouse
1084220398,1084218848,9,825,17,0,258,Mouse
1084220398,1084218848,9,824,17,0,161,Mouse
1084220398,1084218848,9,827,17,0,163,Mouse
1084220398,1084218848,9,826,17,0,304,Mouse
1762140776,1084218872,432,434,17,0,1363,Mouse
1844015096,1084218636,74,153,17,0,116,Mouse
1762140776,1084218872,432,435,17,0,1290,Mouse
1084218665,1084169425,8,8,17,0,554,Mouse
1150344045,1844015049,713,7,17,0,120,Mouse
1795034157,1084218864,68,204,6,2,234,Mouse
1844015079,1084218848,74,690,17,0,232,Mouse
1762140776,1084218872,432,433,17,0,1290,Mouse
1084220398,1084218801,9,355,17,0,195,Mouse
151703685,1084218654,9,887,6,2,4380,Mouse
276736858,1084218860,9,159,6,2,505,Mouse
530191140,1084218853,9,948,6,2,256,Mouse
1844014880,1084218773,74,128,17,0,116,Mouse
1844015080,1084218657,74,430,17,0,116,Mouse
1844015103,1084218848,74,185,17,0,232,Mouse
1084220398,1084218801,9,354,17,0,197,Mouse
3636931716,1084218848,9,1259,6,1,120,Mouse
310878666,1084218758,9,500,6,2,287,Mouse
1844015096,1084218636,74,167,17,0,116,Mouse
1150322600,1084218843,26,77,6,2,917,Mouse
1084219134,1084218627,25,26,17,0,600,Mouse
151704517,1084218872,9,144,6,2,4356,Mouse
1844015040,1084218634,74,129,17,0,348,Mouse
1150344045,1844015049,270,7,17,0,120,Mouse
1084220398,1084218776,9,121,17,0,254,Mouse
276736858,1084218860,9,169,6,2,557,Mouse
1844014941,1084218848,74,971,17,0,348,Mouse
1844015056,1084218872,74,126,17,0,232,Mouse
1844015093,1084218848,74,850,17,0,348,Mouse
1150344045,1844015053,146,7,17,0,120,Mouse
1150344045,1844015053,279,7,17,0,120,Mouse
1844015041,1084218773,74,128,17,0,232,Mouse
1150344045,1844015053,88,7,17,0,114,Mouse
3680939539,1084218785,9,52,6,2,1164,Mouse
1762140674,1084218872,64,44,6,2,1594,Mouse
1844014986,1084218848,74,850,17,0,348,Mouse
1150344045,1844015054,309,7,17,0,114,Mouse
1150344045,1844015049,140,7,17,0,120,Mouse
42607380,1084218624,9,235,6,2,19,Mouse
1119401885,1084218628,2039,563,6,2,4344,Mouse
1844015089,1084218848,74,900,17,0,348,Mouse
403717575,1084218801,9,484,6,2,1462,Mouse
1844015085,1844015023,74,73,17,0,348,Mouse
1150322600,1084218843,26,53,6,2,554,Mouse
1844015044,1084218636,74,153,17,0,116,Mouse
1150344045,1844015049,272,7,17,0,114,Mouse
1084218758,1084169425,17,17,17,0,204,Mouse
1084220398,1084218801,9,360,17,0,158,Mouse
1115813825,1084218649,93,94,6,2,3,Mouse
1843964740,1084218848,74,185,17,0,348,Mouse
1196421620,1084218859,3,409,6,2,311,Mouse
1084728227,1084218780,68,589,6,2,221,Mouse
1119401885,1084218628,2015,530,6,2,4344,Mouse
1084220398,1084218762,9,964,17,0,151,Mouse
1084219134,1084218779,25,26,17,0,900,Mouse
276736858,1084218860,9,194,6,2,496,Mouse
164475101,1084218832,9,1594,6,1,1664,Mouse
1844015102,1084218848,74,900,17,0,348,Mouse
1084220398,1084218821,9,958,17,0,205,Mouse
164475101,1084218832,9,1595,6,1,3325,Mouse
276736858,1084218860,9,191,6,2,928,Mouse
1084218872,808344774,126,74,17,0,348,Mouse
319816167,1084218786,9,1578,6,1,528,Mouse
319816167,1084218786,9,1577,6,1,762,Mouse
1076638880,1084218633,3,261,6,2,303,Mouse
1150344045,1844015053,143,7,17,0,114,Mouse
1150344045,1844015053,85,7,17,0,120,Mouse
1084220398,1084218821,9,948,17,0,117,Mouse
1084732846,1084218780,9,173,17,0,12,Mouse
1084220398,1084218773,9,687,17,0,159,Mouse
1084220398,1084218777,9,812,17,0,153,Mouse
1150344045,1844015054,568,7,17,0,120,Mouse
1084220398,1084218801,9,300,17,0,180,Mouse
1084220398,1084218801,9,303,17,0,231,Mouse
2543138891,1084218799,47,435,6,2,171,Mouse
1084220398,1084218821,9,940,17,0,152,Mouse
1084220398,1084218801,9,304,17,0,68,Mouse
293741736,1084218778,9,486,6,2,1828,Mouse
1389201406,1084218835,9,87,17,0,388,Mouse
356550801,1084218635,9,493,6,2,692,Mouse
356550801,1084218635,9,494,6,2,3183,Mouse
356550801,1084218635,9,491,6,2,829,Mouse
356550801,1084218635,9,492,6,2,678,Mouse
1150344045,1844015055,1014,7,17,0,114,Mouse
2542925748,1084218835,3,235,6,2,313,Mouse
1084220398,1084218821,9,938,17,0,184,Mouse
1084220398,1084218821,9,937,17,0,291,Mouse
2543138891,1084218799,47,432,6,2,170,Mouse
1084220398,1084218821,9,932,17,0,158,Mouse
1084220398,1084218821,9,931,17,0,48,Mouse
1084220398,1084218821,9,936,17,0,291,Mouse
1084220398,1084218821,9,935,17,0,510,Mouse
1844015082,1084218827,74,329,17,0,116,Mouse
1084220398,1084218821,9,934,17,0,144,Mouse
510879463,1084218786,9,74,6,2,454,Mouse
1084220398,1084218821,9,933,17,0,126,Mouse
1150344045,1844015055,1013,7,17,0,120,Mouse
1150344045,1844015049,144,7,17,0,114,Mouse
522404427,1084218786,9,1247,6,1,750,Mouse
1150344045,1844015054,304,7,17,0,114,Mouse
471444014,1084218798,9,123,6,2,4380,Mouse
471444014,1084218798,9,124,6,2,4380,Mouse
1162812850,1084218860,47,724,6,2,146,Mouse
1762140748,1084218649,9,226,6,2,4344,Mouse
1150344045,1844015054,306,7,17,0,120,Mouse
471444014,1084218798,9,122,6,2,4102,Mouse
1762140748,1084218649,9,227,6,2,3308,Mouse
2543138891,1084218799,47,416,6,2,175,Mouse
471444014,1084218798,9,125,6,2,1914,Mouse
1762140748,1084218649,9,228,6,2,821,Mouse
1762140748,1084218649,9,229,6,2,412,Mouse
76579368,1084218808,9,133,6,2,2313,Mouse
1150344045,1844015053,82,7,17,0,122,Mouse
1150344045,1844015049,276,7,17,0,120,Mouse
1092873478,1084218789,9,372,17,0,148,Mouse
151703595,1084218654,9,410,6,2,4380,Mouse
151703595,1084218654,9,411,6,2,571,Mouse
151703685,1084218654,9,890,6,2,4380,Mouse
1150344045,1844015055,114,7,17,0,120,Mouse
1084220398,1084218821,9,990,17,0,80,Mouse
1844014884,1084218634,74,457,17,0,116,Mouse
1150333297,1084218842,5,2,17,0,1299,Mouse
1844015087,1084218634,74,129,17,0,348,Mouse
1119401885,1084218628,1992,394,6,2,4344,Mouse
1844014987,1844015023,74,73,17,0,348,Mouse
1083812654,1084218777,9,450,17,0,180,Mouse
1844015095,1084218848,74,185,17,0,232,Mouse
1150322596,1084218843,26,624,6,2,3156,Mouse
44401810,1084218844,9,92,6,2,4380,Mouse
1084220398,1084218872,9,101,17,0,508,Mouse
1150344045,1844015054,565,7,17,0,114,Mouse
1844015086,1084218848,74,766,17,0,348,Mouse
1150344045,1844015053,893,7,17,0,114,Mouse
1084220398,1084218811,9,259,17,0,88,Mouse
1150344045,1844015055,249,7,17,0,120,Mouse
1084220398,1084218811,9,258,17,0,278,Mouse
1084220398,1084218627,9,481,17,0,132,Mouse
325908494,1084218805,9,200,6,2,276,Mouse
325908494,1084218805,9,202,6,2,324,Mouse
1084220398,1084218811,9,252,17,0,76,Mouse
1844014941,1084218848,74,900,17,0,348,Mouse
1084220398,1084218811,9,255,17,0,258,Mouse
1084220398,1084218811,9,256,17,0,401,Mouse
1084220398,1084218811,9,253,17,0,89,Mouse
1084220398,1084218811,9,254,17,0,150,Mouse
1150344045,1844015053,896,7,17,0,120,Mouse
325908494,1084218805,9,205,6,2,719,Mouse
16964230,1084218644,3,3,17,0,144,Mouse
325908494,1084218805,9,206,6,2,848,Mouse
1084220398,1084218811,9,260,17,0,262,Mouse
1084220398,1084218811,9,261,17,0,258,Mouse
1844015089,1084218848,74,971,17,0,348,Mouse
1092873478,1084218789,9,335,17,0,129,Mouse
1762140776,1084218827,432,335,17,0,1302,Mouse
319300260,1084218831,9,789,6,2,3167,Mouse
1843964742,1763102082,74,457,17,0,116,Mouse
1084220398,1084218770,9,99,17,0,115,Mouse
1119401885,1084218628,2064,585,6,2,4344,Mouse
1844015075,1084218876,74,124,17,0,116,Mouse
76606821,1084218808,9,140,6,2,4380,Mouse
1844014989,1084218634,74,457,17,0,116,Mouse
1844015072,1084218636,74,153,17,0,116,Mouse
76606821,1084218808,9,144,6,2,2286,Mouse
76606821,1084218808,9,145,6,2,4380,Mouse
76606821,1084218808,9,142,6,2,4224,Mouse
1150322600,1084218843,26,39,6,2,1308,Mouse
76606821,1084218808,9,143,6,2,3423,Mouse
76606821,1084218808,9,148,6,2,3640,Mouse
76606821,1084218808,9,149,6,2,4380,Mouse
76606821,1084218808,9,146,6,2,4150,Mouse
310885406,1084218787,9,82,6,2,237,Mouse
76606821,1084218808,9,147,6,2,4169,Mouse
1084220398,1084218798,9,341,17,0,153,Mouse
1844015101,1084218773,74,128,17,0,232,Mouse
425921383,1084218784,9,582,6,2,306,Mouse
1844015044,1084218636,74,167,17,0,116,Mouse
1763100825,1763051842,8,8,17,0,209,Mouse
425921383,1084218784,9,583,6,2,1333,Mouse
1084220398,1084218762,9,999,17,0,212,Mouse
1084220398,1084218798,9,340,17,0,79,Mouse
425921383,1084218784,9,584,6,2,1157,Mouse
425921383,1084218784,9,585,6,2,307,Mouse
90940054,1084218835,9,87,17,0,160,Mouse
1084220398,1084218811,9,208,17,0,150,Mouse
1084220398,1084218811,9,209,17,0,258,Mouse
1084220398,1084218811,9,206,17,0,76,Mouse
1084220398,1084218811,9,207,17,0,89,Mouse
76606821,1084218808,9,151,6,2,3507,Mouse
76606821,1084218808,9,152,6,2,4380,Mouse
1844015088,1084218773,74,128,17,0,116,Mouse
76606821,1084218808,9,150,6,2,4380,Mouse
3680939563,1084218771,9,89,6,2,1111,Mouse
76606821,1084218808,9,153,6,2,4160,Mouse
76606821,1084218808,9,154,6,2,4380,Mouse
1084220398,1084218798,9,337,17,0,150,Mouse
1844015079,1084218872,74,126,17,0,116,Mouse
1844015102,1084218848,74,971,17,0,348,Mouse
1084732846,1084218777,9,774,17,0,12,Mouse
1084220398,1084218811,9,215,17,0,262,Mouse
1084220398,1084218811,9,216,17,0,258,Mouse
1150344045,1844015055,378,7,17,0,114,Mouse
310885408,1084218787,9,40,6,2,236,Mouse
1084220398,1084218760,9,425,17,0,107,Mouse
1084220398,1084218811,9,213,17,0,278,Mouse
1084220398,1084218811,9,214,17,0,88,Mouse
151703685,1084218654,9,820,6,2,4380,Mouse
1844015046,1084218848,74,344,17,0,348,Mouse
1084218773,808344774,128,74,17,0,232,Mouse
1843956833,1844015023,7,169,17,0,80,Mouse
1084220398,1084218811,9,211,17,0,88,Mouse
1084220398,1084218811,9,212,17,0,262,Mouse
1084220398,1084218811,9,210,17,0,206,Mouse
1119401885,1084218628,2052,571,6,2,4344,Mouse
151703685,1084218654,9,819,6,2,4380,Mouse
1150322600,1084218843,26,19,6,2,2718,Mouse
1084220398,1084218798,9,363,17,0,153,Mouse
1083812654,1084218777,9,449,17,0,266,Mouse
1084220398,1084218798,9,362,17,0,79,Mouse
425921383,1084218784,9,564,6,2,1332,Mouse
425921383,1084218784,9,565,6,2,306,Mouse
326548017,1084218827,9,493,6,2,4380,Mouse
425921383,1084218784,9,563,6,2,1157,Mouse
425921383,1084218784,9,579,6,2,306,Mouse
1150344045,1844015055,113,7,17,0,114,Mouse
151703685,1084218654,9,817,6,2,4380,Mouse
1084220398,1084218798,9,352,17,0,153,Mouse
1166359215,1084218820,47,1251,6,1,370,Mouse
1844014881,1084218848,74,900,17,0,348,Mouse
425921383,1084218784,9,571,6,2,1333,Mouse
425921383,1084218784,9,572,6,2,1333,Mouse
1150322600,1084218843,26,20,6,2,2502,Mouse
1084220398,1084218798,9,351,17,0,79,Mouse
1084220398,1084218760,9,430,17,0,194,Mouse
1763093805,1763051842,17,17,17,0,204,Mouse
16964175,1084218644,3,1917,6,1,311,Mouse
1084218642,1084169425,17,17,17,0,150,Mouse
1119401885,1084218628,1980,314,6,2,4344,Mouse
1084218758,1084169425,8,8,17,0,574,Mouse
281689297,1084218654,9,221,6,2,4344,Mouse
281689297,1084218654,9,223,6,2,1449,Mouse
3680929757,1084218630,9,711,6,2,120,Mouse
155408553,1084218842,9,428,6,2,3285,Mouse
1843964742,1084218634,74,457,17,0,116,Mouse
3680929757,1084218630,9,710,6,2,3068,Mouse
155408553,1084218842,9,427,6,2,254,Mouse
155408553,1084218842,9,426,6,2,4380,Mouse
155408553,1084218842,9,425,6,2,2495,Mouse
1150344045,1844015049,80,7,17,0,114,Mouse
3680929757,1084218630,9,712,6,2,120,Mouse
1762140714,1084218875,47,103,6,2,160,Mouse
1129541633,1084218849,68,49,6,2,100,Mouse
1844015099,1084218657,74,430,17,0,116,Mouse
3967650814,808344774,22,22,17,0,36,Mouse
1844014880,1084218760,74,457,17,0,116,Mouse
1084220398,1084218758,9,890,17,0,249,Mouse
1844014938,1084218636,74,153,17,0,116,Mouse
1150344045,1844015053,627,7,17,0,120,Mouse
1084220398,1084218657,9,129,17,0,185,Mouse
1084220398,1084218872,9,153,17,0,301,Mouse
345660007,1084218828,9,661,6,2,4344,Mouse
1150322485,1084218667,47,241,6,2,132,Mouse
1844015045,1084218876,74,124,17,0,116,Mouse
1084220398,1084218657,9,122,17,0,185,Mouse
1084219134,1084218760,25,26,17,0,600,Mouse
42286368,1084218845,252,235,6,2,14,Mouse
42286368,1084218845,252,236,6,2,14,Mouse
3680929757,1084218630,9,730,6,2,120,Mouse
1843964740,1084218636,74,167,17,0,116,Mouse
2543138825,1084218835,9,87,17,0,855,Mouse
1762140776,1084218827,230,243,6,2,140,Mouse
1843964740,1084218636,74,153,17,0,116,Mouse
1762140776,1084218827,230,244,6,2,1392,Mouse
3680929757,1084218630,9,727,6,2,120,Mouse
490944749,1084218785,9,557,6,2,4380,Mouse
1150344045,1844015055,997,7,17,0,120,Mouse
1844014940,1084218773,74,128,17,0,116,Mouse
1844015045,1084218876,74,119,17,0,116,Mouse
1150322462,1084218814,25,26,17,0,652,Mouse
1150322462,1084218773,25,26,17,0,300,Mouse
1084220398,1084218872,9,169,17,0,68,Mouse
1844015087,1084218848,74,766,17,0,232,Mouse
1150344045,1844015049,894,7,17,0,114,Mouse
1844015059,1084218634,74,129,17,0,348,Mouse
3680929757,1084218630,9,726,6,2,120,Mouse
1844015086,1084218848,74,690,17,0,116,Mouse
1084220398,1084218872,9,131,17,0,844,Mouse
1150322596,1084218843,26,711,6,2,402,Mouse
1150322596,1084218843,26,712,6,2,1443,Mouse
281689296,1084218860,9,476,6,2,4380,Mouse
1844014938,1084218636,74,167,17,0,116,Mouse
510254264,1084218628,9,94,6,2,535,Mouse
1844015072,1084218848,74,900,17,0,348,Mouse
3680940597,1084218634,9,38,6,2,4080,Mouse
3680940597,1084218634,9,37,6,2,4080,Mouse
1762140776,1084218827,432,435,17,0,1302,Mouse
345660007,1084218828,9,652,6,2,2344,Mouse
345660007,1084218828,9,654,6,2,4344,Mouse
151188878,1084218835,9,87,17,0,197,Mouse
44148680,1084218768,9,275,6,2,316,Mouse
1844015074,1084218848,74,344,17,0,348,Mouse
1150344045,1844015049,630,7,17,0,120,Mouse
1150344045,1844015053,885,7,17,0,120,Mouse
1529715718,1084218785,9,553,6,2,4380,Mouse
319300260,1084218649,9,141,6,2,3124,Mouse
3680940597,1084218634,9,42,6,2,4080,Mouse
3680940597,1084218634,9,45,6,2,1111,Mouse
3680939563,1084218787,9,180,6,2,4080,Mouse
3680940597,1084218634,9,44,6,2,1111,Mouse
1844014881,1084218848,74,971,17,0,348,Mouse
164475856,1084218632,9,235,6,2,1783,Mouse
293756711,1084218816,9,1048,6,1,3149,Mouse
1150323776,1844015054,19,7,17,0,126,Mouse
164475856,1084218632,9,231,6,2,3165,Mouse
164475856,1084218632,9,232,6,2,3567,Mouse
164475856,1084218632,9,233,6,2,1302,Mouse
164475856,1084218632,9,234,6,2,644,Mouse
1084220398,1084218872,9,116,17,0,508,Mouse
293756711,1084218816,9,1045,6,1,3149,Mouse
1150344045,1844015049,500,7,17,0,120,Mouse
293756711,1084218816,9,1046,6,1,2268,Mouse
1844015056,1084218848,74,690,17,0,348,Mouse
276704656,1084218654,9,990,6,2,2056,Mouse
1150344045,1844015055,860,7,17,0,114,Mouse
3680939563,1084218787,9,176,6,2,85,Mouse
3680939563,1084218787,9,175,6,2,1265,Mouse
3680939563,1084218787,9,178,6,2,1113,Mouse
1085008201,1084218754,3,4,6,2,303,Mouse
1084220398,1084218872,9,128,17,0,341,Mouse
1119401885,1084218628,2008,494,6,2,4344,Mouse
164475856,1084218632,9,230,6,2,1615,Mouse
1150344045,1844015049,898,7,17,0,120,Mouse
1084218644,808344774,26,25,17,0,300,Mouse
1166359215,1084218820,1445,71,6,2,10,Mouse
3680942281,1084218787,127,92,6,2,310,Mouse
1084220398,1084218631,9,436,17,0,273,Mouse
1844015086,1084218625,74,667,17,0,116,Mouse
1084220398,1084218800,9,425,17,0,252,Mouse
1150322543,1084218640,9,236,6,2,3569,Mouse
273521705,1084218758,9,2165,6,1,120,Mouse
1084220398,1084218800,9,428,17,0,51,Mouse
1844014938,1084218848,74,185,17,0,232,Mouse
1084728227,1084218780,68,536,6,2,221,Mouse
1844015044,1084218848,74,971,17,0,348,Mouse
1084220398,1084218800,9,426,17,0,72,Mouse
281689296,1084218787,9,381,6,2,603,Mouse
1084220398,1084218800,9,427,17,0,123,Mouse
1844015097,1084218657,74,430,17,0,116,Mouse
281689296,1084218787,9,383,6,2,732,Mouse
43256492,1084218848,9,304,6,2,3269,Mouse
488280013,1084218786,9,1148,6,1,3190,Mouse
1150344045,1844015049,768,7,17,0,114,Mouse
1150344045,1844015049,635,7,17,0,114,Mouse
1150333297,1084218842,33,72,6,2,262,Mouse
1084219134,1084218805,25,26,17,0,640,Mouse
1076638880,1084218633,3,4,6,2,303,Mouse
271674949,1084218835,9,491,6,2,3290,Mouse
1150323854,1150322302,17,17,17,0,150,Mouse
271674949,1084218835,9,492,6,2,2400,Mouse
1150344045,1844015049,89,7,17,0,114,Mouse
1844015098,1084218848,74,344,17,0,348,Mouse
271674949,1084218835,9,494,6,2,1945,Mouse
488280013,1084218786,9,1151,6,1,494,Mouse
488280013,1084218786,9,1152,6,1,493,Mouse
488280013,1084218786,9,1150,6,1,493,Mouse
1150322600,1084218864,26,38,6,2,1071,Mouse
488280013,1084218786,9,1153,6,1,666,Mouse
1844015043,1084218760,74,457,17,0,116,Mouse
1763100825,808344774,377,642,17,0,64,Mouse
1119401885,1084218628,1200,272,6,2,4344,Mouse
1844015099,1084218876,74,119,17,0,116,Mouse
276704656,1084218654,9,955,6,2,3179,Mouse
1844015059,1084218848,74,766,17,0,348,Mouse
1084219134,1084218669,25,26,17,0,942,Mouse
1844015099,1763102082,74,457,17,0,116,Mouse
276736793,1084218821,9,1962,6,1,193,Mouse
276736793,1084218821,9,1963,6,1,3314,Mouse
1150344045,1844015055,606,7,17,0,114,Mouse
1844015073,1084218876,74,124,17,0,116,Mouse
310885406,1084218787,9,361,6,2,237,Mouse
1844015099,1084218876,74,124,17,0,116,Mouse
151704517,1084218777,9,698,6,2,4380,Mouse
1150344045,1844015055,607,7,17,0,120,Mouse
488036668,1084218752,3,261,6,2,310,Mouse
276704656,1084218654,9,941,6,2,2481,Mouse
1844015056,1084218848,74,634,17,0,116,Mouse
1844015094,1084218848,74,850,17,0,348,Mouse
39321221,1084218624,9,527,6,2,1952,Mouse
276702316,1084218624,9,232,6,2,4380,Mouse
278574432,1084218831,9,440,6,2,3068,Mouse
3666177581,1084218782,68,1651,6,1,198,Mouse
425921383,1084218631,9,956,6,2,1157,Mouse
425921383,1084218631,9,958,6,2,1333,Mouse
425921383,1084218631,9,959,6,2,307,Mouse
310884395,1084218787,9,177,6,2,644,Mouse
402989213,1084218836,26,625,6,2,2935,Mouse
402989213,1084218836,26,626,6,2,3843,Mouse
402989213,1084218836,26,627,6,2,3505,Mouse
402989213,1084218836,26,628,6,2,4380,Mouse
1150344045,1844015049,505,7,17,0,114,Mouse
1150322597,1084218843,26,52,6,2,3261,Mouse
2484426140,1084218631,9,1173,6,1,262,Mouse
2484426140,1084218631,9,1174,6,1,262,Mouse
2484426140,1084218631,9,1175,6,1,262,Mouse
2484426140,1084218631,9,1176,6,1,262,Mouse
2484426140,1084218631,9,1177,6,1,262,Mouse
1844015100,1118943492,74,522,17,0,116,Mouse
2484426140,1084218631,9,1178,6,1,262,Mouse
1150322596,1084218843,26,34,6,2,2857,Mouse
2484426140,1084218631,9,1179,6,1,1536,Mouse
1150344045,1844015055,867,7,17,0,120,Mouse
1150344045,1844015055,734,7,17,0,114,Mouse
1844015072,1084218848,74,971,17,0,348,Mouse
284444847,1084218816,9,550,6,2,2920,Mouse
151703594,1084218654,9,348,6,2,4380,Mouse
2484426140,1084218631,9,1170,6,1,1536,Mouse
2484426140,1084218631,9,1171,6,1,262,Mouse
2484426140,1084218631,9,1172,6,1,262,Mouse
1083812655,1084218777,9,979,17,0,266,Mouse
88110745,1084218835,9,87,17,0,204,Mouse
1844015074,1084218636,74,167,17,0,116,Mouse
1844015088,1084218760,74,457,17,0,116,Mouse
1150344045,1844015055,868,7,17,0,114,Mouse
1359136016,1084218801,9,179,6,2,4080,Mouse
319300260,1084218787,9,513,6,2,159,Mouse
1762140714,1084218875,47,129,6,2,158,Mouse
1844014937,1084218848,74,971,17,0,348,Mouse
1084219134,1084218800,25,26,17,0,600,Mouse
2484426140,1084218631,9,1167,6,1,263,Mouse
2484426140,1084218631,9,1168,6,1,1536,Mouse
1762140714,1084218875,47,128,6,2,158,Mouse
2484426140,1084218631,9,1169,6,1,262,Mouse
1166359140,1084218848,9,1044,6,1,245,Mouse
1084220398,1084218657,9,153,17,0,185,Mouse
1166359140,1084218848,9,1043,6,1,245,Mouse
1150322596,1084218843,26,21,6,2,4380,Mouse
1166359140,1084218848,9,1041,6,1,608,Mouse
1150344045,1844015049,280,7,17,0,120,Mouse
1359136016,1084218801,9,181,6,2,4080,Mouse
1359136016,1084218801,9,182,6,2,4080,Mouse
1084219134,1084218631,25,26,17,0,900,Mouse
1083812655,1084218777,9,980,17,0,180,Mouse
1359136016,1084218801,9,184,6,2,4080,Mouse
273521669,1084218758,9,294,6,2,120,Mouse
1762140714,1084218875,47,130,6,2,158,Mouse
19071887,1084218755,9,99,6,2,951,Mouse
1092873517,1084218789,3,45,6,2,1009,Mouse
1150322509,1084218851,106,7,17,0,720,Mouse
471954824,1084218805,9,87,17,0,143,Mouse
1150344045,1844015055,493,7,17,0,120,Mouse
1150322596,1084218843,26,50,6,2,2175,Mouse
1844015072,1084218760,74,457,17,0,116,Mouse
1844015059,1084218848,74,900,17,0,348,Mouse
1844015096,1084218876,74,119,17,0,116,Mouse
1844014987,1084218848,74,185,17,0,348,Mouse
1150322596,1084218843,26,49,6,2,1450,Mouse
1150322596,1084218843,26,41,6,2,3260,Mouse
1092873517,1084218789,3,57,6,2,1009,Mouse
1150322596,1084218843,26,40,6,2,3156,Mouse
1150344045,1844015055,361,7,17,0,120,Mouse
1763071001,1763051842,17,17,17,0,204,Mouse
1084219134,1084218641,25,26,17,0,600,Mouse
1150344045,1844015049,1020,7,17,0,114,Mouse
1844014938,1084218848,74,344,17,0,348,Mouse
425921383,1084218631,9,963,6,2,819,Mouse
425921383,1084218631,9,964,6,2,819,Mouse
425921383,1084218631,9,965,6,2,819,Mouse
425921383,1084218631,9,966,6,2,819,Mouse
273521705,1084218785,9,188,6,2,120,Mouse
1844015086,1084218773,74,128,17,0,116,Mouse
1150322600,1084218864,26,88,6,2,238,Mouse
425921383,1084218631,9,960,6,2,307,Mouse
1150322600,1084218864,26,89,6,2,238,Mouse
425921383,1084218631,9,961,6,2,306,Mouse
425921383,1084218631,9,962,6,2,1333,Mouse
1150322600,1084218864,26,86,6,2,238,Mouse
1150322600,1084218864,26,87,6,2,3840,Mouse
281689304,1084218801,9,487,6,2,4080,Mouse
1844015081,1084218643,74,193,17,0,116,Mouse
1150344045,1844015055,230,7,17,0,114,Mouse
513598220,1084218628,750,38,6,2,4344,Mouse
1150344045,1844015049,284,7,17,0,114,Mouse
1844014887,1084218657,74,430,17,0,116,Mouse
1844015099,1084218827,74,329,17,0,116,Mouse
1150333380,1084218833,17,17,17,0,150,Mouse
1084220398,1084218773,9,735,17,0,156,Mouse
1844015096,1084218876,74,124,17,0,116,Mouse
1844014989,1084218848,74,900,17,0,348,Mouse
1844015044,1084218848,74,900,17,0,348,Mouse
479933262,1084218798,3,580,6,2,338,Mouse
284444926,1084218842,9,650,6,2,148,Mouse
1844014937,1084218848,74,900,17,0,348,Mouse
2543138861,1084218799,9,436,17,0,270,Mouse
1844015089,1084218636,74,153,17,0,116,Mouse
151703582,1084218801,9,280,6,2,4080,Mouse
2543138891,1084218837,47,943,6,2,179,Mouse
319428665,1084218859,9,405,6,2,297,Mouse
1150322468,1084218786,9,707,17,0,158,Mouse
273521669,1084218758,9,222,6,2,2691,Mouse
1844014986,1084218848,74,766,17,0,348,Mouse
1844015089,1084218636,74,167,17,0,116,Mouse
1084220398,1084218777,9,705,17,0,266,Mouse
1150344045,1844015054,557,7,17,0,120,Mouse
3659589510,1084218641,3,371,6,2,311,Mouse
1844015096,1084218848,74,900,17,0,348,Mouse
1088533117,1084218831,3,176,6,2,311,Mouse
1084220398,1084218777,9,706,17,0,180,Mouse
42607380,1084218624,9,393,6,2,3508,Mouse
326548017,1084218827,9,525,6,2,810,Mouse
278574414,1084218808,9,325,6,2,348,Mouse
1150344045,1844015053,157,7,17,0,114,Mouse
43256054,1084218820,68,1443,6,1,342,Mouse
1150322600,1084218843,26,730,6,2,1249,Mouse
3680936824,1084218758,9,91,6,2,120,Mouse
1150322600,1084218864,26,46,6,2,238,Mouse
1084220398,1084218777,9,716,17,0,72,Mouse
310851994,1084218787,127,118,6,2,114,Mouse
1084220398,1084218777,9,718,17,0,146,Mouse
1844015086,1084218872,74,126,17,0,116,Mouse
327578689,1084218644,9,87,17,0,378,Mouse
1844015088,1118943492,74,522,17,0,116,Mouse
1150344045,1844015049,288,7,17,0,120,Mouse
1844015093,1844015023,74,73,17,0,348,Mouse
1084220398,1084218777,9,722,17,0,219,Mouse
1150322600,1084218864,26,55,6,2,238,Mouse
1150322600,1084218864,26,56,6,2,238,Mouse
1084220398,1084218777,9,720,17,0,95,Mouse
1150322600,1084218864,26,57,6,2,238,Mouse
